seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr1	24829817	24829878	62	*	X007348	100750325	24822823	24828850	6028	-	966	upstream	966	RCAN3AS
chr1	24829922	24830041	120	*	X007349	100750325	24822823	24828850	6028	-	1071	upstream	1071	RCAN3AS
chr1	24830837	24830941	105	*	X007350	100750325	24822823	24828850	6028	-	1986	upstream	1986	RCAN3AS
chr1	24880964	24881068	105	*	X007365	400746	24882567	24935818	53252	+	1498	upstream	1498	NCMAP
chr1	24882441	24882525	85	*	X007366	400746	24882567	24935818	53252	+	41	upstream	41	NCMAP
chr1	24882657	24882965	309	*	X007367	400746	24882567	24935818	53252	+	0	inside	89	NCMAP
chr1	25942488	25942592	105	*	X007710	57134	25943959	26111258	167300	+	1366	upstream	1366	MAN1C1
chr1	25942885	25942985	101	*	X007711	57134	25943959	26111258	167300	+	973	upstream	973	MAN1C1
chr1	25944077	25944257	181	*	X007712	57134	25943959	26111258	167300	+	0	inside	117	MAN1C1
chr1	26735650	26735752	103	*	X007816	79727	26737269	26756219	18951	+	1516	upstream	1516	LIN28A
chr1	26735897	26736076	180	*	X007817	79727	26737269	26756219	18951	+	1192	upstream	1192	LIN28A
chr1	26736113	26736167	55	*	X007818	79727	26737269	26756219	18951	+	1101	upstream	1101	LIN28A
chr1	27286325	27286894	570	*	X007822	126695	27276047	27286901	10855	-	0	inside	6	KDF1
chr1	27287037	27287186	150	*	X007823	126695	27276047	27286901	10855	-	135	upstream	135	KDF1
chr1	27318318	27318467	150	*	X007834	388610	27320195	27327377	7183	+	1727	upstream	1727	TRNP1
chr1	27960815	27961578	764	*	X007852	2268	27938801	27961727	22927	-	0	inside	148	FGR
chr1	27961684	27961718	35	*	X007853	2268	27938801	27961727	22927	-	0	inside	8	FGR
chr1	28918006	28918125	120	*	X007858	115273	28918712	28921088	2377	+	586	upstream	586	RAB42
chr1	28918534	28918609	76	*	X007859	115273	28918712	28921088	2377	+	102	upstream	102	RAB42
chr1	29137326	29137406	81	*	X007863	4985	29138654	29190208	51555	+	1247	upstream	1247	OPRD1
chr1	29563127	29563209	83	*	X007905	10076	29563028	29653325	90298	+	0	inside	98	PTPRU
chr1	31712863	31713008	146	*	X008426	79570	31652592	31712734	60143	-	128	upstream	128	NKAIN1
chr1	31714334	31714438	105	*	X008427	79570	31652592	31712734	60143	-	1599	upstream	1599	NKAIN1
chr1	31982870	31982989	120	*	X008474	284551	31984036	31989846	5811	+	1046	upstream	1046	LINC01226
chr1	32042218	32042412	195	*	X008484	64129	32042086	32053287	11202	+	0	inside	131	TINAGL1
chr1	32081233	32081352	120	*	X008520	3061	32083301	32098119	14819	+	1948	upstream	1948	HCRTR1
chr1	32081434	32081598	165	*	X008521	3061	32083301	32098119	14819	+	1702	upstream	1702	HCRTR1
chr1	32081824	32081943	120	*	X008522	3061	32083301	32098119	14819	+	1357	upstream	1357	HCRTR1
chr1	32082244	32082378	135	*	X008523	3061	32083301	32098119	14819	+	922	upstream	922	HCRTR1
chr1	32082763	32082897	135	*	X008524	3061	32083301	32098119	14819	+	403	upstream	403	HCRTR1
chr1	32083396	32083413	18	*	X008525	3061	32083301	32098119	14819	+	0	inside	94	HCRTR1
chr1	32082928	32083142	215	*	X008526	3061	32083301	32098119	14819	+	158	upstream	158	HCRTR1
chr1	32083483	32083746	264	*	X008527	3061	32083301	32098119	14819	+	0	inside	181	HCRTR1
chr1	32169613	32169634	22	*	X008586	1307	32117848	32169768	51921	-	0	inside	133	COL16A1
chr1	32224081	32224665	585	*	X008640	100423028	32224261	32224336	76	-	0	includeFeature	0	MIR4254
chr1	32224921	32225175	255	*	X008641	100423028	32224261	32224336	76	-	584	upstream	584	MIR4254
chr1	32225641	32225760	120	*	X008642	100423028	32224261	32224336	76	-	1304	upstream	1304	MIR4254
chr1	32225866	32226045	180	*	X008643	100423028	32224261	32224336	76	-	1529	upstream	1529	MIR4254
chr1	32228653	32229413	761	*	X008648	576	32192718	32229648	36931	-	0	inside	234	ADGRB2
chr1	32230072	32230200	129	*	X008649	576	32192718	32229648	36931	-	423	upstream	423	ADGRB2
chr1	32230666	32230785	120	*	X008650	576	32192718	32229648	36931	-	1017	upstream	1017	ADGRB2
chr1	32230978	32231019	42	*	X008651	576	32192718	32229648	36931	-	1329	upstream	1329	ADGRB2
chr1	32231262	32231280	19	*	X008652	576	32192718	32229648	36931	-	1613	upstream	1613	ADGRB2
chr1	32231368	32231502	135	*	X008653	576	32192718	32229648	36931	-	1719	upstream	1719	ADGRB2
chr1	32231608	32231772	165	*	X008654	576	32192718	32229648	36931	-	1959	upstream	1959	ADGRB2
chr1	32930769	32931263	495	*	X008703	653121	32930658	33071542	140885	+	0	inside	110	ZBTB8A
chr1	32930769	32931263	495	*	X008703	728116	32930658	32953459	22802	+	0	inside	110	ZBTB8B
chr1	33337693	33338026	334	*	X008729	252995	33327869	33338082	10214	-	0	inside	55	FNDC5
chr1	33349978	33350116	139	*	X008740	3208	33352098	33360247	8150	+	1981	upstream	1981	HPCA
chr1	33366733	33366908	176	*	X008759	113452	33360196	33366953	6758	-	0	inside	44	TMEM54
chr1	33367288	33367452	165	*	X008760	113452	33360196	33366953	6758	-	334	upstream	334	TMEM54
chr1	33367618	33367697	80	*	X008761	113452	33360196	33366953	6758	-	664	upstream	664	TMEM54
chr1	33368548	33368712	165	*	X008762	113452	33360196	33366953	6758	-	1594	upstream	1594	TMEM54
chr1	33546945	33546979	35	*	X008779	113451	33546714	33586131	39418	+	0	inside	230	AZIN2
chr1	33648505	33648548	44	*	X008822	55223	33611003	33647671	36669	-	833	upstream	833	TRIM62
chr1	33648995	33649114	120	*	X008823	55223	33611003	33647671	36669	-	1323	upstream	1323	TRIM62
chr1	33721131	33721445	315	*	X008841	149076	33722174	33766320	44147	+	728	upstream	728	ZNF362
chr1	33786321	33786501	181	*	X008895	127550	33772367	33786699	14333	-	0	inside	197	A3GALT2
chr1	34631347	34631350	4	*	X009004	84970	34632624	34684731	52108	+	1273	upstream	1273	C1orf94
chr1	34631347	34631350	4	*	X009004	114784	33979609	34631443	651835	-	0	inside	92	CSMD2
chr1	34632742	34632921	180	*	X009005	84970	34632624	34684731	52108	+	0	inside	117	C1orf94
chr1	34632742	34632921	180	*	X009005	114784	33979609	34631443	651835	-	1298	upstream	1298	CSMD2
chr1	34633087	34633221	135	*	X009006	114784	33979609	34631443	651835	-	1643	upstream	1643	CSMD2
chr1	35220853	35221119	267	*	X009056	2709	35220648	35224113	3466	+	0	inside	204	GJB5
chr1	35224520	35224684	165	*	X009057	127534	35225342	35229325	3984	+	657	upstream	657	GJB4
chr1	35224993	35225112	120	*	X009058	127534	35225342	35229325	3984	+	229	upstream	229	GJB4
chr1	35225165	35225299	135	*	X009059	127534	35225342	35229325	3984	+	42	upstream	42	GJB4
chr1	35225458	35225667	210	*	X009060	127534	35225342	35229325	3984	+	0	inside	115	GJB4
chr1	35245645	35245707	63	*	X009078	2707	35246790	35251967	5178	+	1082	upstream	1082	GJB3
chr1	35246678	35246850	173	*	X009079	2707	35246790	35251967	5178	+	0	overlapStart	0	GJB3
chr1	35256313	35256748	436	*	X009085	2701	35258171	35261348	3178	+	1422	upstream	1422	GJA4
chr1	35257049	35257082	34	*	X009086	2701	35258171	35261348	3178	+	1088	upstream	1088	GJA4
chr1	35257147	35257228	82	*	X009087	2701	35258171	35261348	3178	+	942	upstream	942	GJA4
chr1	35257784	35257993	210	*	X009088	2701	35258171	35261348	3178	+	177	upstream	177	GJA4
chr1	35258024	35258278	255	*	X009089	2701	35258171	35261348	3178	+	0	overlapStart	0	GJA4
chr1	35258324	35258387	64	*	X009090	2701	35258171	35261348	3178	+	0	inside	152	GJA4
chr1	35370904	35371038	135	*	X009138	58512	35331037	35370984	39948	-	0	overlapStart	0	DLGAP3
chr1	35372566	35372670	105	*	X009139	58512	35331037	35370984	39948	-	1581	upstream	1581	DLGAP3
chr1	36037092	36037226	135	*	X009160	339488	36038971	36060927	21957	+	1744	upstream	1744	TFAP2E
chr1	36037229	36037363	135	*	X009161	339488	36038971	36060927	21957	+	1607	upstream	1607	TFAP2E
chr1	36038092	36038126	35	*	X009162	339488	36038971	36060927	21957	+	844	upstream	844	TFAP2E
chr1	36038159	36038293	135	*	X009163	339488	36038971	36060927	21957	+	677	upstream	677	TFAP2E
chr1	36038654	36038818	165	*	X009164	339488	36038971	36060927	21957	+	152	upstream	152	TFAP2E
chr1	37499455	37499574	120	*	X009414	2899	37261128	37499844	238717	-	0	inside	269	GRIK3
chr1	37500701	37500940	240	*	X009415	2899	37261128	37499844	238717	-	856	upstream	856	GRIK3
chr1	37500986	37501150	165	*	X009416	2899	37261128	37499844	238717	-	1141	upstream	1141	GRIK3
chr1	37501285	37501404	120	*	X009417	2899	37261128	37499844	238717	-	1440	upstream	1440	GRIK3
chr1	37501481	37501615	135	*	X009418	2899	37261128	37499844	238717	-	1636	upstream	1636	GRIK3
chr1	37501780	37501899	120	*	X009419	2899	37261128	37499844	238717	-	1935	upstream	1935	GRIK3
chr1	38100815	38100834	20	*	X009563	284654	38076951	38100595	23645	-	219	upstream	219	RSPO1
chr1	38101429	38101638	210	*	X009564	284654	38076951	38100595	23645	-	833	upstream	833	RSPO1
chr1	38101660	38101703	44	*	X009565	284654	38076951	38100595	23645	-	1064	upstream	1064	RSPO1
chr1	38230324	38230600	277	*	X009645	284656	38179553	38230824	51272	-	0	inside	223	EPHA10
chr1	38230912	38231365	454	*	X009646	284656	38179553	38230824	51272	-	87	upstream	87	EPHA10
chr1	38231437	38231680	244	*	X009647	284656	38179553	38230824	51272	-	612	upstream	612	EPHA10
chr1	38231812	38232115	304	*	X009648	284656	38179553	38230824	51272	-	987	upstream	987	EPHA10
chr1	38232461	38232640	180	*	X009649	284656	38179553	38230824	51272	-	1636	upstream	1636	EPHA10
chr1	38258077	38258211	135	*	X009654	149175	38259774	38267278	7505	+	1562	upstream	1562	MANEAL
chr1	38512822	38513114	293	*	X009663	5453	38509523	38512450	2928	-	371	upstream	371	POU3F1
chr1	38513301	38513405	105	*	X009664	5453	38509523	38512450	2928	-	850	upstream	850	POU3F1
chr1	38513436	38513690	255	*	X009665	5453	38509523	38512450	2928	-	985	upstream	985	POU3F1
chr1	38552694	38553113	420	*	X009682	100500801	38554903	38555001	99	+	1789	upstream	1789	MIR3659
chr1	38553414	38553533	120	*	X009683	100500801	38554903	38555001	99	+	1369	upstream	1369	MIR3659
chr1	38553849	38554133	285	*	X009684	100500801	38554903	38555001	99	+	769	upstream	769	MIR3659
chr1	38554495	38554556	62	*	X009685	100500801	38554903	38555001	99	+	346	upstream	346	MIR3659
chr1	38680580	38680744	165	*	X009779	339442	38674706	38680439	5734	-	140	upstream	140	LINC01343
chr1	38680820	38680954	135	*	X009780	339442	38674706	38680439	5734	-	380	upstream	380	LINC01343
chr1	40104870	40105244	375	*	X009909	26508	40089103	40105348	16246	-	0	inside	103	HEYL
chr1	40137300	40137577	278	*	X009926	84618	40124793	40137710	12918	-	0	inside	132	NT5C1A
chr1	40137729	40138192	464	*	X009927	84618	40124793	40137710	12918	-	18	upstream	18	NT5C1A
chr1	40138548	40138682	135	*	X009928	84618	40124793	40137710	12918	-	837	upstream	837	NT5C1A
chr1	40138698	40138952	255	*	X009929	84618	40124793	40137710	12918	-	987	upstream	987	NT5C1A
chr1	40156758	40156930	173	*	X009943	51440	40144645	40157089	12445	-	0	inside	158	HPCAL4
chr1	40157526	40157985	460	*	X009944	51440	40144645	40157089	12445	-	436	upstream	436	HPCAL4
chr1	40158138	40158482	345	*	X009945	51440	40144645	40157089	12445	-	1048	upstream	1048	HPCAL4
chr1	40368819	40368983	165	*	X009961	4610	40361096	40367687	6592	-	1131	upstream	1131	MYCL
chr1	40419351	40419500	150	*	X009970	84879	40420784	40435628	14845	+	1283	upstream	1283	MFSD2A
chr1	40420491	40420625	135	*	X009971	84879	40420784	40435628	14845	+	158	upstream	158	MFSD2A
chr1	40420770	40420910	141	*	X009972	84879	40420784	40435628	14845	+	0	overlapStart	0	MFSD2A
chr1	40420671	40420703	33	*	X009973	84879	40420784	40435628	14845	+	80	upstream	80	MFSD2A
chr1	40421046	40421468	423	*	X009974	84879	40420784	40435628	14845	+	0	inside	261	MFSD2A
chr1	40974110	40974229	120	*	X010000	64789	40974433	40982214	7782	+	203	upstream	203	EXO5
chr1	40974380	40974529	150	*	X010001	64789	40974433	40982214	7782	+	0	overlapStart	0	EXO5
chr1	40974575	40974709	135	*	X010002	64789	40974433	40982214	7782	+	0	inside	141	EXO5
chr1	41949871	41950138	268	*	X010213	1907	41944446	41950344	5899	-	0	inside	205	EDN2
chr1	41950304	41950598	295	*	X010214	1907	41944446	41950344	5899	-	0	overlapStart	0	EDN2
chr1	41950844	41950993	150	*	X010215	1907	41944446	41950344	5899	-	499	upstream	499	EDN2
chr1	41952211	41952324	114	*	X010216	1907	41944446	41950344	5899	-	1866	upstream	1866	EDN2
chr1	42617045	42617164	120	*	X010487	2981	42619092	42621495	2404	+	1927	upstream	1927	GUCA2B
chr1	42618532	42619039	508	*	X010488	2981	42619092	42621495	2404	+	52	upstream	52	GUCA2B
chr1	42619282	42619446	165	*	X010489	2981	42619092	42621495	2404	+	0	inside	189	GUCA2B
chr1	42630235	42630416	182	*	X010498	2980	42628362	42630395	2034	-	0	overlapStart	0	GUCA2A
chr1	42630579	42630616	38	*	X010499	2980	42628362	42630395	2034	-	183	upstream	183	GUCA2A
chr1	42630700	42631029	330	*	X010500	2980	42628362	42630395	2034	-	304	upstream	304	GUCA2A
chr1	42631172	42631390	219	*	X010501	2980	42628362	42630395	2034	-	776	upstream	776	GUCA2A
chr1	42631657	42631899	243	*	X010502	2980	42628362	42630395	2034	-	1261	upstream	1261	GUCA2A
chr1	42845792	42846233	442	*	X010506	284716	42846468	42889900	43433	+	234	upstream	234	RIMKLA
chr1	42846760	42846909	150	*	X010507	284716	42846468	42889900	43433	+	0	inside	291	RIMKLA
chr1	43205811	43206204	394	*	X010533	149461	43198764	43205925	7162	-	0	overlapStart	0	CLDN19
chr1	43613369	43613563	195	*	X010569	440585	43613594	43622067	8474	+	30	upstream	30	FAM183A
chr1	43613744	43613923	180	*	X010570	440585	43613594	43622067	8474	+	0	inside	149	FAM183A
chr1	43733649	43733886	238	*	X010617	128218	43735665	43739673	4009	+	1778	upstream	1778	TMEM125
chr1	43735479	43735671	193	*	X010618	128218	43735665	43739673	4009	+	0	overlapStart	0	TMEM125
chr1	43735734	43735953	220	*	X010619	128218	43735665	43739673	4009	+	0	inside	68	TMEM125
chr1	43737058	43737081	24	*	X010620	10969	43629845	43736607	106763	-	450	upstream	450	EBNA1BP2
chr1	43737369	43737578	210	*	X010621	10969	43629845	43736607	106763	-	761	upstream	761	EBNA1BP2
chr1	43737684	43737833	150	*	X010622	10969	43629845	43736607	106763	-	1076	upstream	1076	EBNA1BP2
chr1	43737999	43738313	315	*	X010623	10969	43629845	43736607	106763	-	1391	upstream	1391	EBNA1BP2
chr1	43751140	43751222	83	*	X010639	149466	43747557	43751288	3732	-	0	inside	65	C1orf210
chr1	43751282	43751477	196	*	X010640	149466	43747557	43751288	3732	-	0	overlapStart	0	C1orf210
chr1	43751612	43751957	346	*	X010641	149466	43747557	43751288	3732	-	323	upstream	323	C1orf210
chr1	43752317	43752571	255	*	X010642	149466	43747557	43751288	3732	-	1028	upstream	1028	C1orf210
chr1	43752873	43753052	180	*	X010643	149466	43747557	43751288	3732	-	1584	upstream	1584	C1orf210
chr1	43765684	43765803	120	*	X010653	7075	43766566	43791552	24987	+	762	upstream	762	TIE1
chr1	43766223	43766289	67	*	X010654	7075	43766566	43791552	24987	+	276	upstream	276	TIE1
chr1	43803485	43803558	74	*	X010682	4352	43803475	43820135	16661	+	0	inside	9	MPL
chr1	44870620	44870769	150	*	X010864	55182	44870960	45117396	246437	+	190	upstream	190	RNF220
chr1	44871211	44871630	420	*	X010865	55182	44870960	45117396	246437	+	0	inside	250	RNF220
chr1	45009196	45009315	120	*	X010935	100847089	45011165	45011224	60	+	1849	upstream	1849	MIR5584
chr1	45009647	45009766	120	*	X010936	100847089	45011165	45011224	60	+	1398	upstream	1398	MIR5584
chr1	45672616	45672750	135	*	X011018	57643	45482076	45672250	190175	-	365	upstream	365	ZSWIM5
chr1	45672778	45672897	120	*	X011019	57643	45482076	45672250	190175	-	527	upstream	527	ZSWIM5
chr1	46858574	46858723	150	*	X011034	2166	46859939	46879520	19582	+	1215	upstream	1215	FAAH
chr1	47016497	47016766	270	*	X011057	148930	47011316	47016887	5572	-	0	inside	120	KNCN
chr1	47017007	47017156	150	*	X011058	148930	47011316	47016887	5572	-	119	upstream	119	KNCN
chr1	47017346	47017480	135	*	X011059	148930	47011316	47016887	5572	-	458	upstream	458	KNCN
chr1	47017652	47017801	150	*	X011060	148930	47011316	47016887	5572	-	764	upstream	764	KNCN
chr1	47017976	47018221	246	*	X011061	148930	47011316	47016887	5572	-	1088	upstream	1088	KNCN
chr1	47264913	47265122	210	*	X011066	1580	47264670	47285021	20352	+	0	inside	242	CYP4B1
chr1	47879978	47880097	120	*	X011105	2301	47881744	47883724	1981	+	1646	upstream	1646	FOXE3
chr1	47880518	47880607	90	*	X011106	2301	47881744	47883724	1981	+	1136	upstream	1136	FOXE3
chr1	47881388	47881417	30	*	X011107	2301	47881744	47883724	1981	+	326	upstream	326	FOXE3
chr1	47881553	47881776	224	*	X011108	2301	47881744	47883724	1981	+	0	overlapStart	0	FOXE3
chr1	48464282	48464371	90	*	X011382	388630	48226200	48462562	236363	-	1719	upstream	1719	TRABD2B
chr1	48464507	48464641	135	*	X011383	388630	48226200	48462562	236363	-	1944	upstream	1944	TRABD2B
chr1	50888431	50888925	495	*	X011420	63950	50883223	50889119	5897	-	0	inside	193	DMRTA2
chr1	50889272	50889421	150	*	X011421	63950	50883223	50889119	5897	-	152	upstream	152	DMRTA2
chr1	50889542	50889555	14	*	X011422	63950	50883223	50889119	5897	-	422	upstream	422	DMRTA2
chr1	50889811	50890065	255	*	X011423	63950	50883223	50889119	5897	-	691	upstream	691	DMRTA2
chr1	50890712	50890966	255	*	X011424	63950	50883223	50889119	5897	-	1592	upstream	1592	DMRTA2
chr1	50890997	50891071	75	*	X011425	63950	50883223	50889119	5897	-	1877	upstream	1877	DMRTA2
chr1	51810360	51810640	281	*	X011443	22996	51752930	51810785	57856	-	0	inside	144	TTC39A
chr1	52456673	52456822	150	*	X011465	5865	52373628	52456436	82809	-	236	upstream	236	RAB3B
chr1	52456898	52457017	120	*	X011466	5865	52373628	52456436	82809	-	461	upstream	461	RAB3B
chr1	52457573	52457782	210	*	X011467	5865	52373628	52456436	82809	-	1136	upstream	1136	RAB3B
chr1	52458113	52458262	150	*	X011468	5865	52373628	52456436	82809	-	1676	upstream	1676	RAB3B
chr1	53526139	53526258	120	*	X011472	127435	53527724	53551174	23451	+	1465	upstream	1465	PODN
chr1	53526634	53526753	120	*	X011473	127435	53527724	53551174	23451	+	970	upstream	970	PODN
chr1	53527114	53527233	120	*	X011474	127435	53527724	53551174	23451	+	490	upstream	490	PODN
chr1	53527264	53527473	210	*	X011475	127435	53527724	53551174	23451	+	250	upstream	250	PODN
chr1	53527564	53527620	57	*	X011476	127435	53527724	53551174	23451	+	103	upstream	103	PODN
chr1	53527954	53528448	495	*	X011477	127435	53527724	53551174	23451	+	0	inside	229	PODN
chr1	54483807	54483941	135	*	X011918	388633	54472971	54483859	10889	-	0	overlapStart	0	LDLRAD1
chr1	54484385	54484594	210	*	X011919	388633	54472971	54483859	10889	-	525	upstream	525	LDLRAD1
chr1	54485015	54485194	180	*	X011920	388633	54472971	54483859	10889	-	1155	upstream	1155	LDLRAD1
chr1	55007381	55007530	150	*	X011955	26027	55007930	55100417	92488	+	399	upstream	399	ACOT11
chr1	55007914	55008048	135	*	X011956	26027	55007930	55100417	92488	+	0	overlapStart	0	ACOT11
chr1	55089073	55089276	204	*	X012023	338094	55074850	55089200	14351	-	0	overlapStart	0	FAM151A
chr1	55089341	55089417	77	*	X012024	338094	55074850	55089200	14351	-	140	upstream	140	FAM151A
chr1	55090007	55090171	165	*	X012025	338094	55074850	55089200	14351	-	806	upstream	806	FAM151A
chr1	55090277	55090812	536	*	X012026	338094	55074850	55089200	14351	-	1076	upstream	1076	FAM151A
chr1	55266857	55267081	225	*	X012087	55001	55246752	55266941	20190	-	0	overlapStart	0	TTC22
chr1	55267588	55267707	120	*	X012088	55001	55246752	55266941	20190	-	646	upstream	646	TTC22
chr1	55268668	55268817	150	*	X012089	55001	55246752	55266941	20190	-	1726	upstream	1726	TTC22
chr1	55271266	55271397	132	*	X012091	163747	55271736	55307937	36202	+	338	upstream	338	LEXM
chr1	55271987	55272151	165	*	X012092	163747	55271736	55307937	36202	+	0	inside	250	LEXM
chr1	55444400	55444519	120	*	X012128	199964	55446465	55457966	11502	+	1945	upstream	1945	TMEM61
chr1	55444889	55445023	135	*	X012129	199964	55446465	55457966	11502	+	1441	upstream	1441	TMEM61
chr1	55445879	55446013	135	*	X012130	199964	55446465	55457966	11502	+	451	upstream	451	TMEM61
chr1	55446435	55446844	410	*	X012131	199964	55446465	55457966	11502	+	0	overlapStart	0	TMEM61
chr1	55462640	55462834	195	*	X012150	7809	55464617	55474465	9849	+	1782	upstream	1782	BSND
chr1	55463444	55463578	135	*	X012151	7809	55464617	55474465	9849	+	1038	upstream	1038	BSND
chr1	55463789	55463953	165	*	X012152	7809	55464617	55474465	9849	+	663	upstream	663	BSND
chr1	55464425	55464574	150	*	X012153	7809	55464617	55474465	9849	+	42	upstream	42	BSND
chr1	57045037	57045186	150	*	X012214	8613	56960419	57045257	84839	-	0	inside	70	PLPP3
chr1	57045262	57045327	66	*	X012215	8613	56960419	57045257	84839	-	4	upstream	4	PLPP3
chr1	57110385	57110781	397	*	X012216	5563	57110990	57181008	70019	+	208	upstream	208	PRKAA2
chr1	57111174	57111473	300	*	X012217	5563	57110990	57181008	70019	+	0	inside	183	PRKAA2
